Microbe,Condition,Effect,Sample Type,Host,Method,Study Title,PubMed Link
Faecalibacterium,Short Bowel Syndrome,Reduced,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Bacteroides,Short Bowel Syndrome,Reduced,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Proteus,Short Bowel Syndrome,Elevated,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Klebsiella,Short Bowel Syndrome,Elevated,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Streptococcus,Short Bowel Syndrome,Elevated,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Megasphaera,Short Bowel Syndrome,Elevated,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Lactobacillus,Short Bowel Syndrome,Elevated,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Prevotella,Short Bowel Syndrome,Elevated,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Enterococcaceae,Short Bowel Syndrome,Elevated,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Ruminococcaceae,Short Bowel Syndrome,Reduced,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Peptostreptococcaceae,Short Bowel Syndrome,Reduced,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Erysipelotrichaceae,Short Bowel Syndrome,Reduced,Faeces,Human,16S rRNA sequencing,Fecal microbiota signatures of adult patients with different types of short bowel syndrome,https://www.ncbi.nlm.nih.gov/pubmed/28425133
Actinobacteria,Bullous pemphigoid,Reduced,Skin swab,Human,16S rRNA sequencing,A distinct cutaneous profile in autoimmune bullous disease patients,https://www.ncbi.nlm.nih.gov/pubmed/28418589
Proteobacteria,Bullous pemphigoid,Reduced,Skin swab,Human,16S rRNA sequencing,A distinct cutaneous profile in autoimmune bullous disease patients,https://www.ncbi.nlm.nih.gov/pubmed/28418589
Firmicutes,Bullous pemphigoid,Elevated,Skin swab,Human,16S rRNA sequencing,A distinct cutaneous profile in autoimmune bullous disease patients,https://www.ncbi.nlm.nih.gov/pubmed/28418589
Staphylococcus epidermidis,Bullous pemphigoid,Elevated,Skin swab,Human,16S rRNA sequencing,A distinct cutaneous profile in autoimmune bullous disease patients,https://www.ncbi.nlm.nih.gov/pubmed/28418589
Proteobacteria,Otitis Media,Reduced,Skin swab,Human,16S rRNA sequencing,Microbiomes of the normal middle ear and ears with chronic otitis media,https://www.ncbi.nlm.nih.gov/pubmed/28397271
Firmicutes,Otitis Media,Elevated,Skin swab,Human,16S rRNA sequencing,Microbiomes of the normal middle ear and ears with chronic otitis media,https://www.ncbi.nlm.nih.gov/pubmed/28397271
Streptococcus,Crohn's Disease,Elevated,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Enterococcus,Crohn's Disease,Elevated,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Coprococcus,Crohn's Disease,Reduced,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Roseburia,Crohn's Disease,Reduced,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Faecalibacterium,Crohn's Disease,Reduced,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Ruminococcus,Crohn's Disease,Reduced,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Coprococcus,Ulcerative Colitis,Reduced,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Shigella,Ulcerative Colitis,Elevated,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Bacteroides,Ulcerative Colitis,Elevated,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Enterococcus,Ulcerative Colitis,Elevated,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Blautia,Ulcerative Colitis,Elevated,Faeces,Human,16S rRNA pyrosequencing,Characteristics of fecal and mucosa-associated microbiota in Chinese patients with inflammatory bowel disease,https://www.ncbi.nlm.nih.gov/pubmed/25121355
Firmicutes,Hirschsprung-associated enterocolitis,Reduced,Faeces,Human,16S rRNA sequencing,Characterization of bacterial and fungal microbiome in children with Hirschsprung Disease with and without a history of enterolcolitis: a multicenter study,https://www.ncbi.nlm.nih.gov/pubmed/25909773
Verrucomicrobia,Hirschsprung-associated enterocolitis,Reduced,Faeces,Human,16S rRNA sequencing,Characterization of bacterial and fungal microbiome in children with Hirschsprung Disease with and without a history of enterolcolitis: a multicenter study,https://www.ncbi.nlm.nih.gov/pubmed/25909773
Bacteroidetes,Hirschsprung-associated enterocolitis,Elevated,Faeces,Human,16S rRNA sequencing,Characterization of bacterial and fungal microbiome in children with Hirschsprung Disease with and without a history of enterolcolitis: a multicenter study,https://www.ncbi.nlm.nih.gov/pubmed/25909773
Proteobacteria,Hirschsprung-associated enterocolitis,Elevated,Faeces,Human,16S rRNA sequencing,Characterization of bacterial and fungal microbiome in children with Hirschsprung Disease with and without a history of enterolcolitis: a multicenter study,https://www.ncbi.nlm.nih.gov/pubmed/25909773
Ruminococcus,Amyotrophic lateral sclerosis,Reduced,Faeces,Human,16S rRNA sequencing,Gut inflammation and dysbiosis in human motor neuron disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5617930/
Bacteroides vulgatus,Amyotrophic lateral sclerosis,Elevated,Faeces,Human,16S rRNA sequencing,Gut inflammation and dysbiosis in human motor neuron disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5617930/
Faecalibacterium prausnitzii,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Alistipes putredinis,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Bacteriodes uniformis,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Eubacterium eligens,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Eubacterium rectale,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Parabacteroides merdae,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Bacteroides finegoldii,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Odoribacter splanchnicus,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Roseburia intestinalis,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Bacteroides eggerthii,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Ruminococcus,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Roseburia hominis,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Bilophila wadsworthia,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Eubacterium hallii,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Alistipes finegoldii,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Parabacteroides distasonis,Cirrhosis,Reduced,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Streptococcus salivarius,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Veillonella parvula,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Veillonella atypica,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Ruminococcus gnavus,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Haemophilus parainfluenzae,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Lachnospiraceae bacterium,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Veillonella dispar,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Streptococcus parasanguinis,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Lactobacillus salivarius,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Streptococcus vestibularis,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Streptococcus anginosus,Cirrhosis,Elevated,Faeces,Human,16S rRNA sequencing,Alterations of the human gut microbiome in liver cirrhosis,https://www.ncbi.nlm.nih.gov/pubmed/25079328
Coriobacteriaceae,Anorexia Nervosa,Elevated,Faeces,Human,16S rRNA sequencing,"Gut microbiota and body composition in anorexia nervosa inpatients in comparison to athletes, overweight, obese and normal weight controls",https://www.ncbi.nlm.nih.gov/pubmed/29131365
Streptococcus sanguinis,Obesity,Elevated,Subgingival plaque,Human,Checkerboard,Subgingival microbial profile of obese women with periodontal disease.,https://www.ncbi.nlm.nih.gov/pubmed/29520825
Streptococcus oralis,Obesity,Elevated,Subgingival plaque,Human,Checkerboard,Subgingival microbial profile of obese women with periodontal disease.,https://www.ncbi.nlm.nih.gov/pubmed/29520825
Capnocytophaga ochracea,Obesity,Elevated,Subgingival plaque,Human,Checkerboard,Subgingival microbial profile of obese women with periodontal disease.,https://www.ncbi.nlm.nih.gov/pubmed/29520825
Porphyromonas gingivalis,Obesity,Elevated,Subgingival plaque,Human,Checkerboard,Subgingival microbial profile of obese women with periodontal disease.,https://www.ncbi.nlm.nih.gov/pubmed/29520825
Leptotrichia buccalis,Obesity,Elevated,Subgingival plaque,Human,Checkerboard,Subgingival microbial profile of obese women with periodontal disease.,https://www.ncbi.nlm.nih.gov/pubmed/29520825
Tanerella forsythia,Obesity,Elevated,Subgingival plaque,Human,Checkerboard,Subgingival microbial profile of obese women with periodontal disease.,https://www.ncbi.nlm.nih.gov/pubmed/29520825
Porphyromonas catoniae,Hutchinson-Gilford progeria syndrome,Elevated,Subgingival plaque,Human,Human Oral Microbe Identification Microarray (HOMIM),Microbiome at sites of gingival recession in children with Hutchinson-Gilford progeria syndrome,https://www.ncbi.nlm.nih.gov/pubmed/29520806
Prevotella oulorum,Hutchinson-Gilford progeria syndrome,Elevated,Subgingival plaque,Human,Human Oral Microbe Identification Microarray (HOMIM),Microbiome at sites of gingival recession in children with Hutchinson-Gilford progeria syndrome,https://www.ncbi.nlm.nih.gov/pubmed/29520806
Lactobacillus,Asthma,Elevated,Faeces,Human,Cell culture,Fecal microbiota profile in atopic asthmatic adult patients,https://www.ncbi.nlm.nih.gov/pubmed/29479926
Escherichia coli,Asthma,Elevated,Faeces,Human,Cell culture,Fecal microbiota profile in atopic asthmatic adult patients,https://www.ncbi.nlm.nih.gov/pubmed/29479926
Methanobrevibacter smithii,Inflammatory Bowel Disease,Reduced,Faeces,Human,qPCR,Alterations of the human gut Methanobrevibacter smithii as a biomarker for inflammatory bowel diseases,https://www.ncbi.nlm.nih.gov/pubmed/29477743
Roseburia,Henoch-Schönlein Purpura,Reduced,Faeces,Human,16S rRNA pyrosequencing,Gut microbiota dysbiosis is associated with Henoch-Schönlein Purpura in children,https://www.ncbi.nlm.nih.gov/pubmed/?term=Gut+microbiota+dysbiosis+is+associated+with+Henoch-Sch%C3%B6nlein+Purpura+in+children
Dialister,Henoch-Schönlein Purpura,Reduced,Faeces,Human,16S rRNA pyrosequencing,Gut microbiota dysbiosis is associated with Henoch-Schönlein Purpura in children,https://www.ncbi.nlm.nih.gov/pubmed/?term=Gut+microbiota+dysbiosis+is+associated+with+Henoch-Sch%C3%B6nlein+Purpura+in+children
Parabacteroides,Henoch-Schönlein Purpura,Elevated,Faeces,Human,16S rRNA pyrosequencing,Gut microbiota dysbiosis is associated with Henoch-Schönlein Purpura in children,https://www.ncbi.nlm.nih.gov/pubmed/?term=Gut+microbiota+dysbiosis+is+associated+with+Henoch-Sch%C3%B6nlein+Purpura+in+children
Enterococcus,Henoch-Schönlein Purpura,Elevated,Faeces,Human,16S rRNA pyrosequencing,Gut microbiota dysbiosis is associated with Henoch-Schönlein Purpura in children,https://www.ncbi.nlm.nih.gov/pubmed/?term=Gut+microbiota+dysbiosis+is+associated+with+Henoch-Sch%C3%B6nlein+Purpura+in+children
Parasutterella,Henoch-Schönlein Purpura,Reduced,Faeces,Human,16S rRNA pyrosequencing,Gut microbiota dysbiosis is associated with Henoch-Schönlein Purpura in children,https://www.ncbi.nlm.nih.gov/pubmed/?term=Gut+microbiota+dysbiosis+is+associated+with+Henoch-Sch%C3%B6nlein+Purpura+in+children
Eubacterium hallii,Kidney stone,Reduced,Faeces,Human,16S rRNA sequencing,16S rRNA gene sequencing reveals altered composition of gut microbiota in individuals with kidney stones,https://www.ncbi.nlm.nih.gov/pubmed/29353409
